status,source_relative_path,source_path,bytes,obj_path,vertices,triangles,position_offset,normal_offset,uv_offset,index_offset,texture_source,texture_output,parser_mode,mesh_blocks,kept_block_count,assembly_blocks,direction_blocks,dropped_blocks,assembly_block_diagnostics,direction_block_diagnostics,dropped_block_diagnostics,large_dropped_block_count,bounds,xfi_transform_count,xfi_direction_range_count,error
"converted","datan\common\arm21_nmsz.gx","C:\Program Files (x86)\Nova1492\datan\common\arm21_nmsz.gx","18011","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm21_nmsz_3025b871.obj","234","199","0x420;0x2DCB;0x3F76;0x44CF","0xC48;0x2FDB;0x4006;0x44FF","0x1470;0x31EB;0x4096;0x452F","0x19E0;0x334B;0x40F6;0x454F","C:\Program Files (x86)\Nova1492\datan\common\top33.TGA","datan_common_arm21_nmsz_3025b871.TGA","gx_mesh_headers","4","4","0x420:v174:t131;0x2DCB:v44:t54;0x3F76:v12:t12;0x44CF:v4:t2","","","","","","0","-0.278684;-0.002081;-0.53771|0.214375;0.439837;1.573654","0","7",""
"converted","datan\common\arm22_bsrsk.gx","C:\Program Files (x86)\Nova1492\datan\common\arm22_bsrsk.gx","19073","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm22_bsrsk_bc100de3.obj","277","210","0x460;0x361B;0x43F0;0x4949","0xEBC;0x37FB;0x4480;0x4979","0x1918;0x39DB;0x4510;0x49A9","0x2000;0x3B1B;0x4570;0x49C9","C:\Program Files (x86)\Nova1492\datan\common\top34.TGA","datan_common_arm22_bsrsk_bc100de3.TGA","gx_mesh_headers","4","4","0x460:v221:t164;0x361B:v40:t32;0x43F0:v12:t12;0x4949:v4:t2","","","","","","0","-0.314615;-0.042621;-0.440258|0.314615;0.370096;1.502842","0","7",""
"converted","datan\common\arm23_rkog.gx","C:\Program Files (x86)\Nova1492\datan\common\arm23_rkog.gx","74836","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm23_rkog_8b60d926.obj","628","394","0x156;0x3DE;0x5C8;0xED2;0x1DC8;0x3686;0x4462;0x4C50;0x52D4;0x6E28;0x8C5C;0x94E4;0x9B58;0xA11E;0xC368;0xCEBC;0xD5C0;0xDA2A;0xE474;0xECD8;0xF560;0xF7C4;0xFD70;0x104B0;0x108D2;0x112A3;0x115BE;0x1185F;0x11CB1;0x12097","0x19E;0x40E;0x760;0x11EA;0x1EE8;0x39C2;0x4522;0x4D10;0x5304;0x6FCC;0x8E0C;0x9520;0x9C48;0xA166;0xC53C;0xCFF4;0xD650;0xDA72;0xE618;0xEE88;0xF59C;0xF8B4;0xFE90;0x10540;0x10962;0x11333;0x1161E;0x118EF;0x11D41;0x12157","0x1E6;0x43E;0x8F8;0x1502;0x2008;0x3CFE;0x45E2;0x4DD0;0x5334;0x7170;0x8FBC;0x955C;0x9D38;0xA1AE;0xC710;0xD12C;0xD6E0;0xDABA;0xE7BC;0xF038;0xF5D8;0xF9A4;0xFFB0;0x105D0;0x109F2;0x113C3;0x1167E;0x1197F;0x11DD1;0x12217","0x216;0x45E;0xA08;0x1712;0x20C8;0x3F26;0x4662;0x4E50;0x5354;0x7288;0x90DC;0x9584;0x9DD8;0xA1DE;0xC848;0xD1FC;0xD740;0xDAEA;0xE8D4;0xF158;0xF600;0xFA44;0x10070;0x10630;0x10A52;0x11423;0x116BE;0x119DF;0x11E31;0x12297","C:\Program Files (x86)\Nova1492\datan\common\grid.bmp","datan_common_arm23_rkog_8b60d926.bmp","gx_mesh_headers","30","30","0x156:v6:t4;0x3DE:v4:t2;0x5C8:v34:t22;0xED2:v66:t40;0x1DC8:v24:t16;0x3686:v69:t40;0x4462:v16:t14;0x4C50:v16:t20;0x52D4:v4:t2;0x6E28:v35:t16;0x8C5C:v36:t18;0x94E4:v5:t2;0x9B58:v20:t10;0xA11E:v6:t4;0xC368:v39:t42;0xCEBC:v26:t14;0xD5C0:v12:t10;0xDA2A:v6:t4;0xE474:v35:t16;0xECD8:v36:t18;0xF560:v5:t2;0xF7C4:v20:t10;0xFD70:v24:t20;0x104B0:v12:t8;0x108D2:v12:t4;0x112A3:v12:t6;0x115BE:v8:t4;0x1185F:v12:t10;0x11CB1:v12:t8;0x12097:v16:t8","","","","","","0","-0.89647;-0.96049;-0.882728|0.798526;0.97174;2.560185","0","7",""
"converted","datan\common\arm24_bzk.gx","C:\Program Files (x86)\Nova1492\datan\common\arm24_bzk.gx","67504","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm24_bzk_2d7ab4fb.obj","566","444","0x151;0x3476;0x574F;0x6AB9;0x7877;0x8E24;0xB758;0xBEA9;0xC89A;0xD457;0xDC45;0x103DD","0x7C9;0x36C2;0x583F;0x6C39;0x7907;0x96A0;0xB7E8;0xBFC9;0xCA1A;0xD4E7;0xDDDD;0x104CD","0xE41;0x390E;0x592F;0x6DB9;0x7997;0x9F1C;0xB878;0xC0E9;0xCB9A;0xD577;0xDF75;0x105BD","0x1291;0x3A96;0x59CF;0x6EB9;0x79F7;0xA4C4;0xB8D8;0xC1A9;0xCC9A;0xD5D7;0xE085;0x1065D","C:\Program Files (x86)\Nova1492\datan\common\top36.TGA","datan_common_arm24_bzk_2d7ab4fb.TGA","gx_mesh_headers","12","12","0x151:v138:t106;0x3476:v49:t56;0x574F:v20:t16;0x6AB9:v32:t22;0x7877:v12:t10;0x8E24:v181:t142;0xB758:v12:t6;0xBEA9:v24:t18;0xC89A:v32:t22;0xD457:v12:t10;0xDC45:v34:t26;0x103DD:v20:t10","","","","","","0","-0.808673;-0.426651;-0.855639|0.948104;1.26147;4.982535","0","7",""
"converted","datan\common\arm25_skoob.gx","C:\Program Files (x86)\Nova1492\datan\common\arm25_skoob.gx","11033","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm25_skoob_229cc6db.obj","155","113","0x151;0x23B0;0x28F5","0x7D5;0x2410;0x2955","0xE59;0x2470;0x29B5","0x12B1;0x24B0;0x29F5","C:\Program Files (x86)\Nova1492\datan\common\top41.TGA","datan_common_arm25_skoob_229cc6db.TGA","gx_mesh_headers","3","3","0x151:v139:t97;0x23B0:v8:t8;0x28F5:v8:t8","","","","","","0","-0.322444;0;-0.433584|0.3162;0.358594;1.183145","0","7",""
"converted","datan\common\arm26_srmd.gx","C:\Program Files (x86)\Nova1492\datan\common\arm26_srmd.gx","16241","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm26_srmd_f4149406.obj","263","213","0x4A0;0x3E39","0x10C4;0x3E69","0x1CE8;0x3E99","0x2500;0x3EB9","C:\Program Files (x86)\Nova1492\datan\common\top42.TGA","datan_common_arm26_srmd_f4149406.TGA","gx_mesh_headers","2","2","0x4A0:v259:t211;0x3E39:v4:t2","","","","","","0","-0.217568;-0.001623;-0.367148|0.217568;0.857472;0.869204","0","7",""
"converted","datan\common\arm27_stst.gx","C:\Program Files (x86)\Nova1492\datan\common\arm27_stst.gx","22515","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm27_stst_62131fa9.obj","285","232","0x151;0x19A9;0x374A;0x4825;0x4D7C;0x5203;0x562B","0x559;0x1F55;0x39D2;0x48B5;0x4DAC;0x5233;0x565B","0x961;0x2501;0x3C5A;0x4945;0x4DDC;0x5263;0x568B","0xC11;0x28C9;0x3E0A;0x49A5;0x4DFC;0x5283;0x56AB","C:\Program Files (x86)\Nova1492\datan\common\top43.TGA","datan_common_arm27_stst_62131fa9.TGA","gx_mesh_headers","7","7","0x151:v86:t62;0x19A9:v121:t82;0x374A:v54:t46;0x4825:v12:t12;0x4D7C:v4:t10;0x5203:v4:t10;0x562B:v4:t10","","","","","","0","-0.40342;-0.000188;-0.450782|0.402071;0.749988;1.141305","0","7",""
"converted","datan\common\arm28_ozs.gx","C:\Program Files (x86)\Nova1492\datan\common\arm28_ozs.gx","13860","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm28_ozs_ea482b30.obj","191","178","0x159;0x2AAF;0x2E3A;0x31D4","0x92D;0x2ADF;0x2E6A;0x3294","0x1101;0x2B0F;0x2E9A;0x3354","0x1639;0x2B2F;0x2EBA;0x33D4","C:\Program Files (x86)\Nova1492\datan\common\topshield.TGA","datan_common_arm28_ozs_ea482b30.TGA","gx_mesh_headers","4","4","0x159:v167:t154;0x2AAF:v4:t2;0x2E3A:v4:t2;0x31D4:v16:t20","","","","","","0","-0.234896;-0.011843;-0.346924|0.229078;0.328631;0.662621","0","7",""
"converted","datan\common\arm29_sdbt.gx","C:\Program Files (x86)\Nova1492\datan\common\arm29_sdbt.gx","80605","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm29_sdbt_291ce62e.obj","426","334","0x151;0x267B;0x465E;0x69F9;0x72A2;0xCE55;0xD9EA;0xF1CC;0xFC36;0x10660;0x10F63","0x751;0x270B;0x474E;0x6AD1;0x7332;0xCFB1;0xDA7A;0xF2BC;0xFD0E;0x106F0;0x1162F","0xD51;0x279B;0x483E;0x6BA9;0x73C2;0xD10D;0xDB0A;0xF3AC;0xFDE6;0x10780;0x11CFB","0x1151;0x27FB;0x48DE;0x6C39;0x7422;0xD1F5;0xDB6A;0xF44C;0xFE76;0x107E0;0x12183","C:\Program Files (x86)\Nova1492\datan\common\top51.TGA","datan_common_arm29_sdbt_291ce62e.TGA","gx_mesh_headers","11","11","0x151:v128:t98;0x267B:v12:t10;0x465E:v20:t16;0x69F9:v18:t12;0x72A2:v12:t10;0xCE55:v29:t20;0xD9EA:v12:t10;0xF1CC:v20:t16;0xFC36:v18:t12;0x10660:v12:t10;0x10F63:v145:t120","","","","","","0","-0.98388;-0.072604;-0.775538|0.966104;0.978073;2.921709","0","7",""
"converted","datan\common\arm30_sm.gx","C:\Program Files (x86)\Nova1492\datan\common\arm30_sm.gx","13417","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm30_sm_359935d2.obj","120","122","0x159;0x171F;0x1F07;0x2710;0x2B01;0x2EEC;0x32DD","0x501;0x177F;0x1FDF;0x2740;0x2B31;0x2F1C;0x330D","0x8A9;0x17DF;0x20B7;0x2770;0x2B61;0x2F4C;0x333D","0xB19;0x181F;0x2147;0x2790;0x2B81;0x2F6C;0x335D","C:\Program Files (x86)\Nova1492\datan\common\topsummon.TGA","datan_common_arm30_sm_359935d2.TGA","gx_mesh_headers","7","7","0x159:v78:t90;0x171F:v8:t6;0x1F07:v18:t18;0x2710:v4:t2;0x2B01:v4:t2;0x2EEC:v4:t2;0x32DD:v4:t2","","","","","","0","-0.291454;-0.005889;-0.244879|0.209287;0.249603;0.50932","0","7",""
"converted","datan\common\arm31_skokr.gx","C:\Program Files (x86)\Nova1492\datan\common\arm31_skokr.gx","26365","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm31_skokr_34910848.obj","298","324","0x151;0x329B;0x41D4;0x479B;0x4EB4;0x5DEE;0x6435","0x9C1;0x343F;0x4264;0x482B;0x5058;0x5E7E;0x64C5","0x1231;0x35E3;0x42F4;0x48BB;0x51FC;0x5F0E;0x6555","0x17D1;0x36FB;0x4354;0x491B;0x5314;0x5F6E;0x65B5","C:\Program Files (x86)\Nova1492\datan\common\top61.TGA","datan_common_arm31_skokr_34910848.TGA","gx_mesh_headers","7","7","0x151:v180:t194;0x329B:v35:t43;0x41D4:v12:t12;0x479B:v12:t10;0x4EB4:v35:t43;0x5DEE:v12:t12;0x6435:v12:t10","","","","","","0","-0.703428;-0.027838;-0.426247|0.700086;0.682867;0.519151","0","7",""
"converted","datan\common\arm32_sppoo.gx","C:\Program Files (x86)\Nova1492\datan\common\arm32_sppoo.gx","76250","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm32_sppoo_7cc1e4c9.obj","705","386","0x151;0x4299;0x5713;0x7188;0x8E6B;0xADDE;0xD088;0xD5D0;0xDD70;0xF96A;0x11A60","0xC01;0x4539;0x58C3;0x77C4;0x8E9B;0xB07E;0xD178;0xD750;0xDEF0;0xFB1A;0x11DC0","0x16B1;0x47D9;0x5A73;0x7E00;0x8ECB;0xB31E;0xD268;0xD8D0;0xE070;0xFCCA;0x12120","0x1DD1;0x4999;0x5B93;0x8228;0x8EEB;0xB4DE;0xD308;0xD9D0;0xE170;0xFDEA;0x12360","C:\Program Files (x86)\Nova1492\datan\common\top62.TGA","datan_common_arm32_sppoo_7cc1e4c9.TGA","gx_mesh_headers","11","11","0x151:v228:t109;0x4299:v56:t30;0x5713:v36:t18;0x7188:v133:t80;0x8E6B:v4:t2;0xADDE:v56:t51;0xD088:v20:t10;0xD5D0:v32:t16;0xDD70:v32:t16;0xF96A:v36:t18;0x11A60:v72:t36","","","","","","0","-1.102856;-0.538849;-0.816583|0.596122;0.877524;1.134423","0","7",""
"converted","datan\common\arm33_hkoo.gx","C:\Program Files (x86)\Nova1492\datan\common\arm33_hkoo.gx","21723","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm33_hkoo_2f3221a1.obj","327","265","0x151;0x2B9C;0x3F60;0x4668","0x8F5;0x2FBC;0x3F90;0x49C8","0x1099;0x33DC;0x3FC0;0x4D28","0x15B1;0x369C;0x3FE0;0x4F68","C:\Program Files (x86)\Nova1492\datan\common\top71.TGA","datan_common_arm33_hkoo_2f3221a1.TGA","gx_mesh_headers","4","4","0x151:v163:t139;0x2B9C:v88:t60;0x3F60:v4:t2;0x4668:v72:t64","","","","","","0","-0.27312;0.000013;-0.339925|0.27312;0.828397;0.603904","0","7",""
"converted","datan\common\arm34_skpo.gx","C:\Program Files (x86)\Nova1492\datan\common\arm34_skpo.gx","35314","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm34_skpo_66ab9840.obj","339","319","0x4A0;0x3C2C;0x42C0;0x4CBE;0x5352;0x5B70;0x5F07;0x644E;0x6C1A;0x752E;0x7E6A;0x881E","0xEC0;0x3C8C;0x441C;0x4D1E;0x54AE;0x5BA0;0x5F37;0x64D2;0x6CF2;0x755E;0x7E9A;0x884E","0x18E0;0x3CEC;0x4578;0x4D7E;0x560A;0x5BD0;0x5F67;0x6556;0x6DCA;0x758E;0x7ECA;0x887E","0x1FA0;0x3D2C;0x4660;0x4DBE;0x56F2;0x5BF0;0x5F87;0x65AE;0x6E5A;0x75AE;0x7EEA;0x889E","C:\Program Files (x86)\Nova1492\datan\common\top81.TGA","datan_common_arm34_skpo_66ab9840.TGA","gx_mesh_headers","12","12","0x4A0:v216:t227;0x3C2C:v8:t10;0x42C0:v29:t14;0x4CBE:v8:t10;0x5352:v29:t14;0x5B70:v4:t2;0x5F07:v4:t2;0x644E:v11:t14;0x6C1A:v18:t14;0x752E:v4:t4;0x7E6A:v4:t4;0x881E:v4:t4","","","","","","0","-0.482966;-0.103641;-0.369428|0.477336;0.65149;1.186474","0","7",""
"converted","datan\common\arm35_ons.gx","C:\Program Files (x86)\Nova1492\datan\common\arm35_ons.gx","31668","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm35_ons_8d7b076f.obj","330","285","0x151;0x228F;0x2878;0x2F5A;0x4480;0x4AB6;0x501D;0x5601;0x5CE3;0x727D;0x78B2","0x6B5;0x22BF;0x28D8;0x330E;0x44B0;0x4B46;0x504D;0x5661;0x60A3;0x72AD;0x7942","0xC19;0x22EF;0x2938;0x36C2;0x44E0;0x4BD6;0x507D;0x56C1;0x6463;0x72DD;0x79D2","0xFB1;0x230F;0x2978;0x393A;0x4500;0x4C36;0x509D;0x5701;0x66E3;0x72FD;0x7A32","C:\Program Files (x86)\Nova1492\datan\common\top82.TGA","datan_common_arm35_ons_8d7b076f.TGA","gx_mesh_headers","11","11","0x151:v115:t119;0x228F:v4:t4;0x2878:v8:t8;0x2F5A:v79:t54;0x4480:v4:t4;0x4AB6:v12:t12;0x501D:v4:t4;0x5601:v8:t8;0x5CE3:v80:t56;0x727D:v4:t4;0x78B2:v12:t12","","","","","","0","-0.789139;-0.01972;-0.41723|0.78671;0.788649;0.404887","0","7",""
"converted","datan\common\arm36_bnso.gx","C:\Program Files (x86)\Nova1492\datan\common\arm36_bnso.gx","25223","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm36_bnso_b047ecaf.obj","319","281","0x151;0x2AEA;0x3157;0x56A4;0x5BE5;0x6120","0x84D;0x2B1A;0x388F;0x56D4;0x5C15;0x6150","0xF49;0x2B4A;0x3FC7;0x5704;0x5C45;0x6180","0x13F1;0x2B6A;0x4497;0x5724;0x5C65;0x61A0","C:\Program Files (x86)\Nova1492\datan\common\top90.TGA","datan_common_arm36_bnso_b047ecaf.TGA","gx_mesh_headers","6","6","0x151:v149:t149;0x2AEA:v4:t10;0x3157:v154:t110;0x56A4:v4:t4;0x5BE5:v4:t4;0x6120:v4:t4","","","","","","0","-0.407678;-0.004095;-0.803572|0.427024;0.746432;1.989486","0","7",""
"converted","datan\common\arm37_sts.gx","C:\Program Files (x86)\Nova1492\datan\common\arm37_sts.gx","24506","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm37_sts_881e108b.obj","268","287","0x151;0x27C3;0x3D69;0x43AD;0x5952;0x5DE6","0x769;0x2A87;0x3DC9;0x4671;0x59B2;0x5E16","0xD81;0x2D4B;0x3E29;0x4935;0x5A12;0x5E46","0x1191;0x2F23;0x3E69;0x4B0D;0x5A52;0x5E66","C:\Program Files (x86)\Nova1492\datan\common\top95.TGA","datan_common_arm37_sts_881e108b.TGA","gx_mesh_headers","6","6","0x151:v130:t145;0x27C3:v59:t61;0x3D69:v8:t8;0x43AD:v59:t61;0x5952:v8:t8;0x5DE6:v4:t4","","","","","","0","-0.795186;-0.012204;-0.335166|0.795323;1.075173;0.807956","0","7",""
